instance,landing_pos,aircraft_idx,r,delta,d,x_scheduled,earliness,tardiness,penalty,g,h
airland9,91,90,11223.0000,11428.0000,13023.0000,11515.0000,0.0000,87.0000,130.5000,1.0000,1.5000
airland9,92,91,11279.0000,11713.0000,13079.0000,11713.0000,0.0000,0.0000,0.0000,1.8400,1.8400
airland9,93,92,11570.0000,11959.0000,13370.0000,11922.0000,37.0000,0.0000,56.6100,1.5300,1.9500
airland9,94,93,11689.0000,12035.0000,13489.0000,12035.0000,0.0000,0.0000,0.0000,1.0200,1.7800
airland9,95,94,11737.0000,12031.0000,13537.0000,12103.0000,0.0000,72.0000,76.3200,1.7300,1.0600
airland9,96,95,11942.0000,12393.0000,13742.0000,12369.0000,24.0000,0.0000,34.5600,1.4400,1.6800
airland9,97,97,12136.0000,12387.0000,13936.0000,12437.0000,0.0000,50.0000,63.0000,1.9900,1.2600
airland9,98,98,12238.0000,12550.0000,14038.0000,12550.0000,0.0000,0.0000,0.0000,1.0300,1.8400
airland9,99,96,12124.0000,12655.0000,13924.0000,12655.0000,0.0000,0.0000,0.0000,1.7900,1.0300
airland9,100,99,12323.0000,12691.0000,14123.0000,12723.0000,0.0000,32.0000,48.6400,1.7100,1.5200
