instance,landing_pos,aircraft_idx,r,delta,d,x_scheduled,earliness,tardiness,penalty,g,h
airland10,82,79,8911.0000,9231.0000,10711.0000,9564.0000,0.0000,333.0000,362.9700,1.0700,1.0900
airland10,83,82,9305.0000,9722.0000,11105.0000,9722.0000,0.0000,0.0000,0.0000,1.4500,1.8200
airland10,84,83,9905.0000,9997.0000,11705.0000,9997.0000,0.0000,0.0000,0.0000,1.3900,1.7200
airland10,85,84,9975.0000,10252.0000,11775.0000,10252.0000,0.0000,0.0000,0.0000,1.4600,1.5300
airland10,86,85,10788.0000,10995.0000,12588.0000,10995.0000,0.0000,0.0000,0.0000,1.6900,1.9300
airland10,87,86,10804.0000,11104.0000,12604.0000,11108.0000,0.0000,4.0000,5.7200,1.2800,1.4300
airland10,88,88,11129.0000,11523.0000,12929.0000,11445.0000,78.0000,0.0000,78.7800,1.0100,1.4900
airland10,89,87,11129.0000,11513.0000,12929.0000,11513.0000,0.0000,0.0000,0.0000,1.3300,1.8700
airland10,90,89,11427.0000,12019.0000,13227.0000,12019.0000,0.0000,0.0000,0.0000,1.8900,1.9400
airland10,91,90,11557.0000,12133.0000,13357.0000,12133.0000,0.0000,0.0000,0.0000,1.3900,1.2200
airland10,92,94,12382.0000,12469.0000,14182.0000,12382.0000,87.0000,0.0000,105.2700,1.2100,1.9900
airland10,93,91,11903.0000,12432.0000,13703.0000,12450.0000,0.0000,18.0000,34.0200,1.7400,1.8900
airland10,94,92,12011.0000,12515.0000,13811.0000,12518.0000,0.0000,3.0000,5.6100,1.3200,1.8700
airland10,95,93,12223.0000,12599.0000,14023.0000,12653.0000,0.0000,54.0000,88.5600,1.4300,1.6400
airland10,96,95,12664.0000,12909.0000,14464.0000,12909.0000,0.0000,0.0000,0.0000,1.8500,1.0300
airland10,97,97,12969.0000,13203.0000,14769.0000,13154.0000,49.0000,0.0000,83.7900,1.7100,1.7000
airland10,98,96,12952.0000,13309.0000,14752.0000,13244.0000,65.0000,0.0000,105.9500,1.6300,1.6400
airland10,99,98,13109.0000,13483.0000,14909.0000,13312.0000,171.0000,0.0000,333.4500,1.9500,1.2200
airland10,100,99,13177.0000,13617.0000,14977.0000,13425.0000,192.0000,0.0000,293.7600,1.5300,1.0700
airland10,101,102,13255.0000,13502.0000,15055.0000,13493.0000,9.0000,0.0000,17.7300,1.9700,1.9100
airland10,102,100,13196.0000,13547.0000,14996.0000,13561.0000,0.0000,14.0000,27.4400,1.5700,1.9600
airland10,103,101,13208.0000,13611.0000,15008.0000,13629.0000,0.0000,18.0000,19.6200,1.0500,1.0900
airland10,104,103,13456.0000,13745.0000,15256.0000,13719.0000,26.0000,0.0000,38.7400,1.4900,1.8900
airland10,105,105,13532.0000,13837.0000,15332.0000,13832.0000,5.0000,0.0000,6.1500,1.2300,1.9800
airland10,106,108,13626.0000,13833.0000,15426.0000,13900.0000,0.0000,67.0000,78.3900,1.2000,1.1700
airland10,107,107,13603.0000,13963.0000,15403.0000,13968.0000,0.0000,5.0000,8.9000,1.0600,1.7800
airland10,108,104,13461.0000,13809.0000,15261.0000,14036.0000,0.0000,227.0000,261.0500,1.0000,1.1500
airland10,109,109,13773.0000,13863.0000,15573.0000,14104.0000,0.0000,241.0000,327.7600,1.6700,1.3600
airland10,110,106,13562.0000,14155.0000,15362.0000,14194.0000,0.0000,39.0000,49.9200,1.9200,1.2800
airland10,111,113,14123.0000,14307.0000,15923.0000,14307.0000,0.0000,0.0000,0.0000,1.6900,1.6100
airland10,112,110,13981.0000,14089.0000,15781.0000,14375.0000,0.0000,286.0000,354.6400,1.2700,1.2400
airland10,113,111,14039.0000,14363.0000,15839.0000,14443.0000,0.0000,80.0000,100.8000,1.3000,1.2600
airland10,114,112,14063.0000,14606.0000,15863.0000,14606.0000,0.0000,0.0000,0.0000,1.2400,1.4000
airland10,115,116,14553.0000,14693.0000,16353.0000,14679.0000,14.0000,0.0000,14.4200,1.0300,1.2500
airland10,116,121,14769.0000,14902.0000,16569.0000,14769.0000,133.0000,0.0000,138.3200,1.0400,1.2900
airland10,117,114,14457.0000,14907.0000,16257.0000,14882.0000,25.0000,0.0000,32.2500,1.2900,1.0600
airland10,118,115,14460.0000,14949.0000,16260.0000,14950.0000,0.0000,1.0000,1.4500,1.1900,1.4500
airland10,119,117,14619.0000,14931.0000,16419.0000,15018.0000,0.0000,87.0000,120.9300,1.7400,1.3900
airland10,120,120,14749.0000,14987.0000,16549.0000,15086.0000,0.0000,99.0000,144.5400,1.0300,1.4600
airland10,121,119,14698.0000,15008.0000,16498.0000,15176.0000,0.0000,168.0000,238.5600,1.6500,1.4200
airland10,122,118,14682.0000,15139.0000,16482.0000,15266.0000,0.0000,127.0000,140.9700,1.7800,1.1100
airland10,123,122,14952.0000,15264.0000,16752.0000,15401.0000,0.0000,137.0000,205.5000,2.0000,1.5000
airland10,124,123,15252.0000,15448.0000,17052.0000,15469.0000,0.0000,21.0000,30.2400,1.5700,1.4400
airland10,125,124,15354.0000,15569.0000,17154.0000,15539.0000,30.0000,0.0000,32.4000,1.0800,1.0500
airland10,126,125,15377.0000,15629.0000,17177.0000,15629.0000,0.0000,0.0000,0.0000,1.4900,1.2200
airland10,127,126,15513.0000,15739.0000,17313.0000,15722.0000,17.0000,0.0000,23.9700,1.4100,1.4900
airland10,128,127,15682.0000,15812.0000,17482.0000,15812.0000,0.0000,0.0000,0.0000,1.4600,1.7300
airland10,129,128,15795.0000,15868.0000,17595.0000,15902.0000,0.0000,34.0000,59.1600,1.3300,1.7400
airland10,130,131,16013.0000,16238.0000,17813.0000,16238.0000,0.0000,0.0000,0.0000,1.3400,1.1200
airland10,131,132,16043.0000,16404.0000,17843.0000,16404.0000,0.0000,0.0000,0.0000,1.4300,1.8200
airland10,132,129,15923.0000,16504.0000,17723.0000,16504.0000,0.0000,0.0000,0.0000,1.6500,1.6900
airland10,133,130,15949.0000,16510.0000,17749.0000,16617.0000,0.0000,107.0000,111.2800,1.2300,1.0400
airland10,134,133,16649.0000,17142.0000,18449.0000,16947.0000,195.0000,0.0000,237.9000,1.2200,1.7900
airland10,135,134,16684.0000,17151.0000,18484.0000,17015.0000,136.0000,0.0000,172.7200,1.2700,1.8200
airland10,136,137,17020.0000,17109.0000,18820.0000,17083.0000,26.0000,0.0000,37.4400,1.4400,1.7800
airland10,137,135,16834.0000,17173.0000,18634.0000,17173.0000,0.0000,0.0000,0.0000,1.0600,1.7800
airland10,138,138,17077.0000,17170.0000,18877.0000,17263.0000,0.0000,93.0000,109.7400,1.1500,1.1800
airland10,139,136,16840.0000,17311.0000,18640.0000,17353.0000,0.0000,42.0000,81.4800,1.0200,1.9400
airland10,140,139,17328.0000,17514.0000,19128.0000,17514.0000,0.0000,0.0000,0.0000,1.3700,2.0000
airland10,141,140,17377.0000,17668.0000,19177.0000,17668.0000,0.0000,0.0000,0.0000,1.3100,1.5400
airland10,142,141,17497.0000,18088.0000,19297.0000,18088.0000,0.0000,0.0000,0.0000,1.0800,1.1400
airland10,143,142,17889.0000,18468.0000,19689.0000,18468.0000,0.0000,0.0000,0.0000,1.6100,1.3100
airland10,144,143,18110.0000,18625.0000,19910.0000,18625.0000,0.0000,0.0000,0.0000,1.8700,1.4200
airland10,145,144,18442.0000,18697.0000,20242.0000,18697.0000,0.0000,0.0000,0.0000,1.0300,1.0700
airland10,146,145,18481.0000,18809.0000,20281.0000,18787.0000,22.0000,0.0000,23.7600,1.0800,1.2900
airland10,147,146,18512.0000,18837.0000,20312.0000,18877.0000,0.0000,40.0000,48.0000,1.5200,1.2000
airland10,148,149,19015.0000,19122.0000,20815.0000,19122.0000,0.0000,0.0000,0.0000,1.7500,1.9900
airland10,149,147,18939.0000,19199.0000,20739.0000,19199.0000,0.0000,0.0000,0.0000,1.9500,1.5100
airland10,150,148,18950.0000,19331.0000,20750.0000,19331.0000,0.0000,0.0000,0.0000,1.8500,1.7400
