instance,landing_pos,aircraft_idx,r,delta,d,x_scheduled,earliness,tardiness,penalty,g,h
airland4,2,1,84.0000,93.0000,509.0000,90.0000,3.0000,0.0000,90.0000,30.0000,30.0000
airland4,3,4,89.0000,98.0000,510.0000,98.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland4,4,8,101.0000,112.0000,528.0000,106.0000,6.0000,0.0000,180.0000,30.0000,30.0000
airland4,5,7,105.0000,116.0000,542.0000,114.0000,2.0000,0.0000,60.0000,30.0000,30.0000
airland4,6,6,105.0000,118.0000,550.0000,122.0000,0.0000,4.0000,120.0000,30.0000,30.0000
airland4,7,5,104.0000,117.0000,552.0000,130.0000,0.0000,13.0000,390.0000,30.0000,30.0000
airland4,8,12,123.0000,137.0000,573.0000,138.0000,0.0000,1.0000,30.0000,30.0000,30.0000
airland4,9,11,138.0000,156.0000,630.0000,146.0000,10.0000,0.0000,300.0000,30.0000,30.0000
airland4,10,15,140.0000,156.0000,609.0000,154.0000,2.0000,0.0000,60.0000,30.0000,30.0000
airland4,11,18,150.0000,168.0000,627.0000,162.0000,6.0000,0.0000,180.0000,30.0000,30.0000
airland4,12,16,151.0000,170.0000,642.0000,170.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland4,13,14,153.0000,174.0000,663.0000,178.0000,0.0000,4.0000,120.0000,30.0000,30.0000
airland4,14,17,151.0000,169.0000,634.0000,186.0000,0.0000,17.0000,510.0000,30.0000,30.0000
airland4,15,2,150.0000,183.0000,599.0000,201.0000,0.0000,18.0000,180.0000,10.0000,10.0000
airland4,16,3,204.0000,270.0000,760.0000,270.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland4,17,9,221.0000,280.0000,742.0000,280.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland4,18,13,235.0000,291.0000,746.0000,291.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland4,19,10,232.0000,295.0000,766.0000,295.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland4,20,19,286.0000,357.0000,840.0000,357.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland5,1,2,82.0000,90.0000,497.0000,82.0000,8.0000,0.0000,240.0000,30.0000,30.0000
airland5,2,3,85.0000,94.0000,502.0000,90.0000,4.0000,0.0000,120.0000,30.0000,30.0000
airland5,3,4,95.0000,105.0000,527.0000,98.0000,7.0000,0.0000,210.0000,30.0000,30.0000
airland5,4,7,100.0000,111.0000,529.0000,106.0000,5.0000,0.0000,150.0000,30.0000,30.0000
airland5,5,6,101.0000,112.0000,536.0000,114.0000,0.0000,2.0000,60.0000,30.0000,30.0000
airland5,6,5,100.0000,112.0000,540.0000,122.0000,0.0000,10.0000,300.0000,30.0000,30.0000
airland5,7,8,105.0000,117.0000,540.0000,130.0000,0.0000,13.0000,390.0000,30.0000,30.0000
airland5,8,9,122.0000,137.0000,587.0000,138.0000,0.0000,1.0000,30.0000,30.0000,30.0000
airland5,9,13,135.0000,151.0000,604.0000,146.0000,5.0000,0.0000,150.0000,30.0000,30.0000
airland5,10,18,138.0000,153.0000,590.0000,154.0000,0.0000,1.0000,30.0000,30.0000,30.0000
airland5,11,17,145.0000,162.0000,616.0000,162.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland5,12,12,142.0000,161.0000,639.0000,170.0000,0.0000,9.0000,270.0000,30.0000,30.0000
airland5,13,16,142.0000,159.0000,612.0000,178.0000,0.0000,19.0000,570.0000,30.0000,30.0000
airland5,14,19,162.0000,182.0000,658.0000,186.0000,0.0000,4.0000,120.0000,30.0000,30.0000
airland5,15,0,129.0000,155.0000,559.0000,201.0000,0.0000,46.0000,460.0000,10.0000,10.0000
airland5,16,1,187.0000,246.0000,726.0000,246.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland5,17,11,224.0000,280.0000,734.0000,280.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland5,18,14,242.0000,301.0000,760.0000,301.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland5,19,10,240.0000,307.0000,789.0000,307.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland5,20,15,300.0000,393.0000,931.0000,393.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland6,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000
airland6,2,1,79.0000,79.0000,96.0000,96.0000,0.0000,17.0000,68.0000,4.0000,4.0000
airland6,3,2,144.0000,144.0000,192.0000,192.0000,0.0000,48.0000,192.0000,4.0000,4.0000
airland6,4,3,204.0000,204.0000,392.0000,392.0000,0.0000,188.0000,564.0000,3.0000,3.0000
airland6,5,4,264.0000,264.0000,464.0000,464.0000,0.0000,200.0000,800.0000,4.0000,4.0000
airland6,6,5,320.0000,320.0000,560.0000,560.0000,0.0000,240.0000,960.0000,4.0000,4.0000
airland6,7,6,528.0000,528.0000,760.0000,760.0000,0.0000,232.0000,696.0000,3.0000,3.0000
airland6,8,7,635.0000,635.0000,832.0000,832.0000,0.0000,197.0000,788.0000,4.0000,4.0000
airland6,9,8,730.0000,730.0000,1032.0000,1032.0000,0.0000,302.0000,906.0000,3.0000,3.0000
airland6,10,9,766.0000,766.0000,1112.0000,1112.0000,0.0000,346.0000,1038.0000,3.0000,3.0000
airland6,11,10,790.0000,790.0000,1184.0000,1184.0000,0.0000,394.0000,1576.0000,4.0000,4.0000
airland6,12,11,920.0000,920.0000,1280.0000,1280.0000,0.0000,360.0000,1440.0000,4.0000,4.0000
airland6,13,12,1046.0000,1046.0000,1461.0000,1461.0000,0.0000,415.0000,830.0000,2.0000,2.0000
airland6,14,13,1106.0000,1106.0000,1591.0000,1591.0000,0.0000,485.0000,485.0000,1.0000,1.0000
airland6,15,14,1136.0000,1136.0000,1671.0000,1671.0000,0.0000,535.0000,1605.0000,3.0000,3.0000
airland6,16,15,1166.0000,1166.0000,1751.0000,1751.0000,0.0000,585.0000,1755.0000,3.0000,3.0000
airland6,17,16,1233.0000,1233.0000,1831.0000,1831.0000,0.0000,598.0000,1794.0000,3.0000,3.0000
airland6,18,17,1642.0000,1642.0000,1903.0000,1903.0000,0.0000,261.0000,1044.0000,4.0000,4.0000
airland6,19,18,1715.0000,1715.0000,1999.0000,1999.0000,0.0000,284.0000,1136.0000,4.0000,4.0000
airland6,20,19,1770.0000,1770.0000,2180.0000,2180.0000,0.0000,410.0000,820.0000,2.0000,2.0000
airland6,21,20,2074.0000,2074.0000,2252.0000,2252.0000,0.0000,178.0000,712.0000,4.0000,4.0000
airland6,22,21,2168.0000,2168.0000,2348.0000,2348.0000,0.0000,180.0000,720.0000,4.0000,4.0000
airland6,23,22,2259.0000,2259.0000,2576.0000,2576.0000,0.0000,317.0000,317.0000,1.0000,1.0000
airland6,24,23,2427.0000,2427.0000,2656.0000,2656.0000,0.0000,229.0000,687.0000,3.0000,3.0000
airland6,25,24,2481.0000,2481.0000,2728.0000,2728.0000,0.0000,247.0000,988.0000,4.0000,4.0000
airland6,26,25,2679.0000,2679.0000,2928.0000,2928.0000,0.0000,249.0000,747.0000,3.0000,3.0000
airland6,27,26,2883.0000,2883.0000,2998.0000,2998.0000,0.0000,115.0000,230.0000,2.0000,2.0000
airland6,28,27,2982.0000,2982.0000,3098.0000,3098.0000,0.0000,116.0000,348.0000,3.0000,3.0000
airland6,29,28,3046.0000,3046.0000,3170.0000,3170.0000,0.0000,124.0000,496.0000,4.0000,4.0000
airland6,30,29,3091.0000,3091.0000,3266.0000,3266.0000,0.0000,175.0000,700.0000,4.0000,4.0000
airland7,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000
airland7,2,1,79.0000,137.0000,196.0000,96.0000,41.0000,0.0000,82.0000,2.0000,2.0000
airland7,3,2,146.0000,271.0000,396.0000,296.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,4,3,226.0000,351.0000,476.0000,376.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,5,4,306.0000,431.0000,556.0000,456.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,6,5,378.0000,503.0000,628.0000,528.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,7,6,528.0000,626.0000,724.0000,624.0000,2.0000,0.0000,4.0000,2.0000,2.0000
airland7,8,7,635.0000,727.0000,820.0000,720.0000,7.0000,0.0000,14.0000,2.0000,2.0000
airland7,9,8,770.0000,895.0000,1020.0000,920.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,10,9,842.0000,967.0000,1092.0000,992.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,11,10,1042.0000,1167.0000,1292.0000,1192.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,12,11,1114.0000,1239.0000,1364.0000,1264.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,13,12,1314.0000,1439.0000,1564.0000,1464.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,14,13,1394.0000,1519.0000,1644.0000,1544.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,15,14,1466.0000,1591.0000,1716.0000,1616.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,16,15,1666.0000,1791.0000,1916.0000,1816.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,17,16,1746.0000,1871.0000,1996.0000,1896.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,18,17,1818.0000,1943.0000,2068.0000,1968.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,19,18,2018.0000,2143.0000,2268.0000,2168.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,20,19,2098.0000,2223.0000,2348.0000,2248.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,21,20,2170.0000,2295.0000,2420.0000,2320.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,22,21,2266.0000,2391.0000,2516.0000,2416.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,23,22,2466.0000,2591.0000,2716.0000,2616.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,24,23,2538.0000,2663.0000,2788.0000,2688.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,25,24,2738.0000,2863.0000,2988.0000,2888.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,26,25,2818.0000,2943.0000,3068.0000,2968.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,27,26,2898.0000,3023.0000,3148.0000,3048.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,28,27,2978.0000,3103.0000,3228.0000,3128.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,29,28,3050.0000,3175.0000,3300.0000,3200.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,30,29,3146.0000,3271.0000,3396.0000,3296.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,31,30,3346.0000,3471.0000,3596.0000,3496.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,32,31,3418.0000,3543.0000,3668.0000,3568.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,33,32,3618.0000,3743.0000,3868.0000,3768.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,34,33,3690.0000,3815.0000,3940.0000,3840.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,35,34,3786.0000,3911.0000,4036.0000,3936.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,36,35,3986.0000,4111.0000,4236.0000,4136.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,37,36,4066.0000,4191.0000,4316.0000,4216.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,38,37,4146.0000,4271.0000,4396.0000,4296.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland7,39,38,4218.0000,4343.0000,4468.0000,4368.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,40,39,4314.0000,4439.0000,4564.0000,4464.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,41,40,4410.0000,4535.0000,4660.0000,4560.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,42,41,4506.0000,4631.0000,4756.0000,4656.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,43,42,4602.0000,4727.0000,4852.0000,4752.0000,0.0000,25.0000,50.0000,2.0000,2.0000
airland7,44,43,4802.0000,4927.0000,5052.0000,4952.0000,0.0000,25.0000,25.0000,1.0000,1.0000
airland8,1,0,75.0000,82.0000,486.0000,82.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland8,2,5,95.0000,106.0000,524.0000,101.0000,5.0000,0.0000,150.0000,30.0000,30.0000
airland8,3,7,98.0000,108.0000,523.0000,109.0000,0.0000,1.0000,30.0000,30.0000,30.0000
airland8,4,3,103.0000,117.0000,565.0000,117.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland8,5,11,114.0000,126.0000,551.0000,125.0000,1.0000,0.0000,30.0000,30.0000,30.0000
airland8,6,8,117.0000,132.0000,578.0000,133.0000,0.0000,1.0000,30.0000,30.0000,30.0000
airland8,7,9,117.0000,130.0000,569.0000,136.0000,0.0000,6.0000,180.0000,30.0000,30.0000
airland8,8,10,132.0000,149.0000,615.0000,149.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland8,9,2,134.0000,160.0000,561.0000,152.0000,8.0000,0.0000,80.0000,10.0000,10.0000
airland8,10,18,144.0000,160.0000,607.0000,160.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland8,11,19,151.0000,169.0000,624.0000,175.0000,0.0000,6.0000,180.0000,30.0000,30.0000
airland8,12,1,157.0000,197.0000,628.0000,197.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland8,13,6,185.0000,229.0000,664.0000,229.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland8,14,14,214.0000,258.0000,688.0000,258.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland8,15,4,201.0000,261.0000,735.0000,261.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland8,16,23,176.0000,269.0000,610.0000,269.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland8,17,17,237.0000,287.0000,726.0000,287.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland8,18,13,250.0000,316.0000,790.0000,316.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland8,19,12,261.0000,336.0000,834.0000,325.0000,11.0000,0.0000,110.0000,10.0000,10.0000
airland8,20,22,225.0000,333.0000,712.0000,333.0000,0.0000,0.0000,0.0000,25.0000,25.0000
airland8,21,16,269.0000,338.0000,818.0000,341.0000,0.0000,3.0000,30.0000,10.0000,10.0000
airland8,22,49,211.0000,345.0000,828.0000,345.0000,0.0000,0.0000,0.0000,20.0000,20.0000
airland8,23,25,295.0000,378.0000,781.0000,378.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland8,24,24,278.0000,398.0000,721.0000,392.0000,6.0000,0.0000,90.0000,15.0000,15.0000
airland8,25,42,298.0000,401.0000,815.0000,401.0000,0.0000,0.0000,0.0000,25.0000,25.0000
airland8,26,34,311.0000,412.0000,896.0000,407.0000,5.0000,0.0000,75.0000,15.0000,15.0000
airland8,27,15,310.0000,409.0000,967.0000,422.0000,0.0000,13.0000,130.0000,10.0000,10.0000
airland8,28,21,332.0000,425.0000,799.0000,425.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland8,29,26,325.0000,426.0000,954.0000,428.0000,0.0000,2.0000,40.0000,20.0000,20.0000
airland8,30,43,319.0000,450.0000,827.0000,441.0000,9.0000,0.0000,90.0000,10.0000,10.0000
airland8,31,44,329.0000,456.0000,927.0000,456.0000,0.0000,0.0000,0.0000,15.0000,15.0000
airland8,32,48,377.0000,468.0000,894.0000,471.0000,0.0000,3.0000,45.0000,15.0000,15.0000
airland8,33,27,334.0000,498.0000,897.0000,498.0000,0.0000,0.0000,0.0000,20.0000,20.0000
airland8,34,31,329.0000,512.0000,863.0000,512.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland8,35,28,362.0000,521.0000,1012.0000,516.0000,5.0000,0.0000,75.0000,15.0000,15.0000
airland8,36,32,356.0000,524.0000,963.0000,524.0000,0.0000,0.0000,0.0000,25.0000,25.0000
airland8,37,46,364.0000,527.0000,958.0000,527.0000,0.0000,0.0000,0.0000,20.0000,20.0000
airland8,38,33,371.0000,562.0000,872.0000,556.0000,6.0000,0.0000,60.0000,10.0000,10.0000
airland8,39,36,471.0000,564.0000,1013.0000,564.0000,0.0000,0.0000,0.0000,20.0000,20.0000
airland8,40,37,435.0000,572.0000,964.0000,569.0000,3.0000,0.0000,60.0000,20.0000,20.0000
airland8,41,47,382.0000,577.0000,916.0000,577.0000,0.0000,0.0000,0.0000,20.0000,20.0000
airland8,42,20,579.0000,628.0000,866.0000,619.0000,9.0000,0.0000,135.0000,15.0000,15.0000
airland8,43,29,496.0000,634.0000,1023.0000,634.0000,0.0000,0.0000,0.0000,20.0000,20.0000
airland8,44,38,461.0000,654.0000,1036.0000,654.0000,0.0000,0.0000,0.0000,15.0000,15.0000
airland8,45,45,421.0000,673.0000,1042.0000,673.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland8,46,30,475.0000,674.0000,976.0000,688.0000,0.0000,14.0000,210.0000,15.0000,15.0000
airland8,47,35,492.0000,717.0000,1231.0000,717.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland8,48,39,491.0000,725.0000,1098.0000,725.0000,0.0000,0.0000,0.0000,20.0000,20.0000
airland8,49,40,512.0000,732.0000,1127.0000,740.0000,0.0000,8.0000,120.0000,15.0000,15.0000
airland8,50,41,514.0000,763.0000,1134.0000,763.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland9,1,0,601.0000,908.0000,2401.0000,888.0000,20.0000,0.0000,29.0000,1.4500,1.1000
airland9,2,1,725.0000,1027.0000,2525.0000,978.0000,49.0000,0.0000,89.1800,1.8200,1.5600
airland9,3,2,928.0000,1378.0000,2728.0000,1091.0000,287.0000,0.0000,401.8000,1.4000,1.8500
airland9,4,5,1119.0000,1235.0000,2919.0000,1159.0000,76.0000,0.0000,105.6400,1.3900,1.6300
airland9,5,7,1195.0000,1401.0000,2995.0000,1249.0000,152.0000,0.0000,241.6800,1.5900,1.8200
airland9,6,9,1218.0000,1343.0000,3018.0000,1362.0000,0.0000,19.0000,35.7200,1.5900,1.8800
airland9,7,3,974.0000,1502.0000,2774.0000,1430.0000,72.0000,0.0000,126.7200,1.7600,1.2700
airland9,8,6,1148.0000,1520.0000,2948.0000,1520.0000,0.0000,0.0000,0.0000,1.9400,1.2200
airland9,9,8,1201.0000,1584.0000,3001.0000,1588.0000,0.0000,4.0000,5.3200,1.0200,1.3300
airland9,10,4,1056.0000,1618.0000,2856.0000,1656.0000,0.0000,38.0000,58.9000,1.6700,1.5500
airland9,11,11,1288.0000,1700.0000,3088.0000,1746.0000,0.0000,46.0000,80.9600,1.1300,1.7600
airland9,12,12,1613.0000,1724.0000,3413.0000,1859.0000,0.0000,135.0000,166.0500,1.6600,1.2300
airland9,13,13,1671.0000,1907.0000,3471.0000,1927.0000,0.0000,20.0000,34.4000,1.6100,1.7200
airland9,14,15,1801.0000,2003.0000,3601.0000,1995.0000,8.0000,0.0000,8.7200,1.0900,1.7300
airland9,15,10,1224.0000,1787.0000,3024.0000,2063.0000,0.0000,276.0000,317.4000,1.6200,1.1500
airland9,16,16,2067.0000,2169.0000,3867.0000,2153.0000,16.0000,0.0000,29.6000,1.8500,1.6900
airland9,17,17,2091.0000,2215.0000,3891.0000,2243.0000,0.0000,28.0000,32.7600,1.8900,1.1700
airland9,18,14,1700.0000,2234.0000,3500.0000,2333.0000,0.0000,99.0000,100.9800,1.7800,1.0200
airland9,19,19,2340.0000,2436.0000,4140.0000,2436.0000,0.0000,0.0000,0.0000,1.6700,1.0200
airland9,20,18,2242.0000,2781.0000,4042.0000,2764.0000,17.0000,0.0000,22.1000,1.3000,1.0800
airland9,21,23,2803.0000,2918.0000,4603.0000,2899.0000,19.0000,0.0000,20.5200,1.0800,1.9000
airland9,22,21,2705.0000,2967.0000,4505.0000,2967.0000,0.0000,0.0000,0.0000,1.2600,1.0900
airland9,23,22,2726.0000,2971.0000,4526.0000,3035.0000,0.0000,64.0000,96.0000,1.7000,1.5000
airland9,24,20,2619.0000,3111.0000,4419.0000,3125.0000,0.0000,14.0000,18.0600,1.0200,1.2900
airland9,25,24,2882.0000,3258.0000,4682.0000,3258.0000,0.0000,0.0000,0.0000,1.5800,1.8300
airland9,26,26,3335.0000,3468.0000,5135.0000,3353.0000,115.0000,0.0000,131.1000,1.1400,1.2900
airland9,27,29,3428.0000,3495.0000,5228.0000,3466.0000,29.0000,0.0000,34.8000,1.2000,1.4400
airland9,28,30,3463.0000,3579.0000,5263.0000,3534.0000,45.0000,0.0000,57.1500,1.2700,1.7400
airland9,29,28,3368.0000,3647.0000,5168.0000,3647.0000,0.0000,0.0000,0.0000,1.5500,1.7800
airland9,30,25,3246.0000,3728.0000,5046.0000,3715.0000,13.0000,0.0000,14.0400,1.0800,1.8700
airland9,31,27,3357.0000,3750.0000,5157.0000,3783.0000,0.0000,33.0000,36.3000,1.2000,1.1000
airland9,32,34,3632.0000,3854.0000,5432.0000,3851.0000,3.0000,0.0000,5.6400,1.8800,1.9900
airland9,33,33,3623.0000,3749.0000,5423.0000,3919.0000,0.0000,170.0000,258.4000,1.6600,1.5200
airland9,34,32,3544.0000,3764.0000,5344.0000,4009.0000,0.0000,245.0000,254.8000,1.3800,1.0400
airland9,35,31,3495.0000,4079.0000,5295.0000,4144.0000,0.0000,65.0000,115.7000,1.9700,1.7800
airland9,36,35,3723.0000,4273.0000,5523.0000,4273.0000,0.0000,0.0000,0.0000,1.5600,1.8500
airland9,37,36,4190.0000,4469.0000,5990.0000,4469.0000,0.0000,0.0000,0.0000,1.2000,1.7500
airland9,38,39,4376.0000,4695.0000,6176.0000,4633.0000,62.0000,0.0000,80.6000,1.3000,1.1800
airland9,39,37,4220.0000,4771.0000,6020.0000,4723.0000,48.0000,0.0000,93.1200,1.9400,1.2900
airland9,40,38,4246.0000,4836.0000,6046.0000,4836.0000,0.0000,0.0000,0.0000,1.9900,1.8400
airland9,41,40,4483.0000,4829.0000,6283.0000,4904.0000,0.0000,75.0000,135.7500,1.6700,1.8100
airland9,42,43,4982.0000,5224.0000,6782.0000,5124.0000,100.0000,0.0000,157.0000,1.5700,1.7200
airland9,43,45,5030.0000,5492.0000,6830.0000,5237.0000,255.0000,0.0000,311.1000,1.2200,1.3500
airland9,44,41,4894.0000,5400.0000,6694.0000,5305.0000,95.0000,0.0000,123.5000,1.3000,1.0800
airland9,45,46,5145.0000,5373.0000,6945.0000,5373.0000,0.0000,0.0000,0.0000,1.7000,1.0800
