instance,landing_pos,aircraft_idx,r,delta,d,x_scheduled,earliness,tardiness,penalty,g,h
airland11,40,42,5221.0000,5545.0000,7021.0000,5334.0000,211.0000,0.0000,227.8800,1.0800,1.0500
airland11,41,43,5321.0000,5548.0000,7121.0000,5402.0000,146.0000,0.0000,226.3000,1.5500,1.6300
airland11,42,39,5054.0000,5518.0000,6854.0000,5470.0000,48.0000,0.0000,79.2000,1.6500,1.1000
airland11,43,41,5143.0000,5538.0000,6943.0000,5538.0000,0.0000,0.0000,0.0000,1.8800,1.0000
airland11,44,40,5117.0000,5658.0000,6917.0000,5651.0000,7.0000,0.0000,9.1000,1.3000,1.5400
airland11,45,46,5649.0000,5739.0000,7449.0000,5719.0000,20.0000,0.0000,33.8000,1.6900,1.3400
airland11,46,44,5442.0000,5729.0000,7242.0000,5787.0000,0.0000,58.0000,93.9600,1.9400,1.6200
airland11,47,45,5521.0000,5838.0000,7321.0000,5877.0000,0.0000,39.0000,70.5900,1.8400,1.8100
airland11,48,47,5768.0000,5980.0000,7568.0000,5990.0000,0.0000,10.0000,17.0000,1.6000,1.7000
airland11,49,48,5805.0000,5977.0000,7605.0000,6080.0000,0.0000,103.0000,130.8100,1.5100,1.2700
airland11,50,49,6115.0000,6471.0000,7915.0000,6381.0000,90.0000,0.0000,92.7000,1.0300,1.8200
airland11,51,50,6381.0000,6449.0000,8181.0000,6449.0000,0.0000,0.0000,0.0000,1.1100,1.3500
airland11,52,52,6589.0000,6921.0000,8389.0000,6864.0000,57.0000,0.0000,63.8400,1.1200,1.5300
airland11,53,51,6488.0000,6954.0000,8288.0000,6954.0000,0.0000,0.0000,0.0000,1.1200,1.2700
airland11,54,53,6829.0000,7213.0000,8629.0000,7096.0000,117.0000,0.0000,134.5500,1.1500,1.6300
airland11,55,54,6891.0000,7186.0000,8691.0000,7186.0000,0.0000,0.0000,0.0000,1.9300,1.8900
airland11,56,56,7216.0000,7279.0000,9016.0000,7279.0000,0.0000,0.0000,0.0000,1.6400,1.2900
airland11,57,55,6965.0000,7282.0000,8765.0000,7392.0000,0.0000,110.0000,118.8000,1.7000,1.0800
airland11,58,57,7391.0000,7756.0000,9191.0000,7756.0000,0.0000,0.0000,0.0000,1.3400,1.0000
airland11,59,60,7783.0000,7969.0000,9583.0000,7962.0000,7.0000,0.0000,9.5900,1.3700,1.9900
airland11,60,61,8004.0000,8196.0000,9804.0000,8030.0000,166.0000,0.0000,217.4600,1.3100,1.9500
airland11,61,62,8037.0000,8098.0000,9837.0000,8098.0000,0.0000,0.0000,0.0000,1.7300,1.0300
airland11,62,58,7725.0000,8181.0000,9525.0000,8188.0000,0.0000,7.0000,12.8100,1.2600,1.8300
airland11,63,59,7734.0000,8144.0000,9534.0000,8278.0000,0.0000,134.0000,166.1600,1.1000,1.2400
airland11,64,63,8064.0000,8463.0000,9864.0000,8401.0000,62.0000,0.0000,67.5800,1.0900,1.8000
airland11,65,65,8393.0000,8514.0000,10193.0000,8514.0000,0.0000,0.0000,0.0000,1.6900,1.1600
airland11,66,64,8085.0000,8578.0000,9885.0000,8582.0000,0.0000,4.0000,6.5200,1.9900,1.6300
airland11,67,67,8444.0000,8723.0000,10244.0000,8650.0000,73.0000,0.0000,108.7700,1.4900,1.3700
airland11,68,69,8586.0000,8717.0000,10386.0000,8718.0000,0.0000,1.0000,1.9300,1.8300,1.9300
airland11,69,68,8565.0000,8853.0000,10365.0000,8853.0000,0.0000,0.0000,0.0000,1.9800,1.5400
airland11,70,66,8416.0000,8994.0000,10216.0000,8994.0000,0.0000,0.0000,0.0000,1.8100,1.9100
airland11,71,71,9084.0000,9275.0000,10884.0000,9275.0000,0.0000,0.0000,0.0000,1.5500,1.3000
airland11,72,70,8929.0000,9461.0000,10729.0000,9461.0000,0.0000,0.0000,0.0000,1.6800,1.4700
airland11,73,72,9200.0000,9551.0000,11000.0000,9551.0000,0.0000,0.0000,0.0000,1.0700,1.9200
airland11,74,73,9232.0000,9752.0000,11032.0000,9726.0000,26.0000,0.0000,29.1200,1.1200,1.2400
airland11,75,74,9327.0000,9816.0000,11127.0000,9816.0000,0.0000,0.0000,0.0000,1.0300,1.3800
airland11,76,76,10028.0000,10343.0000,11828.0000,10259.0000,84.0000,0.0000,120.9600,1.4400,1.2300
airland11,77,78,10288.0000,10473.0000,12088.0000,10327.0000,146.0000,0.0000,151.8400,1.0400,1.8300
airland11,78,79,10334.0000,10417.0000,12134.0000,10417.0000,0.0000,0.0000,0.0000,1.9700,1.2000
airland11,79,75,9930.0000,10459.0000,11730.0000,10507.0000,0.0000,48.0000,87.8400,1.5000,1.8300
airland11,80,80,10434.0000,10662.0000,12234.0000,10620.0000,42.0000,0.0000,50.4000,1.2000,1.2900
airland11,81,81,10505.0000,10684.0000,12305.0000,10688.0000,0.0000,4.0000,7.3600,1.5300,1.8400
airland11,82,77,10258.0000,10798.0000,12058.0000,10801.0000,0.0000,3.0000,4.0500,1.5400,1.3500
airland11,83,83,10612.0000,10933.0000,12412.0000,10920.0000,13.0000,0.0000,23.9200,1.8400,1.2100
airland11,84,85,10870.0000,11012.0000,12670.0000,10988.0000,24.0000,0.0000,44.8800,1.8700,1.3100
airland11,85,82,10558.0000,11031.0000,12358.0000,11056.0000,0.0000,25.0000,35.7500,1.0100,1.4300
airland11,86,84,10830.0000,11146.0000,12630.0000,11146.0000,0.0000,0.0000,0.0000,1.8500,1.2000
airland11,87,86,10943.0000,11280.0000,12743.0000,11236.0000,44.0000,0.0000,73.4800,1.6700,1.0800
airland11,88,91,11222.0000,11405.0000,13022.0000,11326.0000,79.0000,0.0000,82.9500,1.0500,1.7700
airland11,89,87,10976.0000,11380.0000,12776.0000,11439.0000,0.0000,59.0000,74.9300,1.6000,1.2700
airland11,90,90,11140.0000,11429.0000,12940.0000,11507.0000,0.0000,78.0000,89.7000,1.4000,1.1500
airland11,91,88,11016.0000,11516.0000,12816.0000,11575.0000,0.0000,59.0000,63.1300,1.2200,1.0700
airland11,92,89,11040.0000,11620.0000,12840.0000,11643.0000,0.0000,23.0000,35.6500,1.6500,1.5500
airland11,93,94,11524.0000,11649.0000,13324.0000,11733.0000,0.0000,84.0000,119.2800,1.1200,1.4200
airland11,94,93,11462.0000,11871.0000,13262.0000,11847.0000,24.0000,0.0000,34.0800,1.4200,1.4500
airland11,95,97,11812.0000,11963.0000,13612.0000,11915.0000,48.0000,0.0000,92.1600,1.9200,1.8200
airland11,96,92,11422.0000,11984.0000,13222.0000,11983.0000,1.0000,0.0000,1.9500,1.9500,1.4500
airland11,97,95,11782.0000,12096.0000,13582.0000,12096.0000,0.0000,0.0000,0.0000,1.8500,1.7300
airland11,98,96,11809.0000,12102.0000,13609.0000,12164.0000,0.0000,62.0000,117.8000,1.9000,1.9000
airland11,99,98,11857.0000,12195.0000,13657.0000,12277.0000,0.0000,82.0000,94.3000,1.7800,1.1500
airland11,100,99,11913.0000,12294.0000,13713.0000,12367.0000,0.0000,73.0000,92.7100,1.7400,1.2700
airland11,101,100,12436.0000,12905.0000,14236.0000,12905.0000,0.0000,0.0000,0.0000,1.1200,1.0900
airland11,102,101,12662.0000,13009.0000,14462.0000,13009.0000,0.0000,0.0000,0.0000,1.6200,1.4700
airland11,103,102,12815.0000,13077.0000,14615.0000,13077.0000,0.0000,0.0000,0.0000,1.8600,1.3800
airland11,104,103,12933.0000,13402.0000,14733.0000,13389.0000,13.0000,0.0000,26.0000,2.0000,1.5800
airland11,105,105,13355.0000,13457.0000,15155.0000,13457.0000,0.0000,0.0000,0.0000,1.2500,1.5800
airland11,106,104,13040.0000,13539.0000,14840.0000,13547.0000,0.0000,8.0000,9.3600,1.9900,1.1700
airland11,107,106,13526.0000,13988.0000,15326.0000,13829.0000,159.0000,0.0000,171.7200,1.0800,1.4000
airland11,108,107,13725.0000,14032.0000,15525.0000,13942.0000,90.0000,0.0000,105.3000,1.1700,1.8200
airland11,109,109,13757.0000,14010.0000,15557.0000,14010.0000,0.0000,0.0000,0.0000,1.8500,1.3200
airland11,110,108,13734.0000,14065.0000,15534.0000,14078.0000,0.0000,13.0000,17.2900,1.4000,1.3300
airland11,111,110,13861.0000,14297.0000,15661.0000,14251.0000,46.0000,0.0000,59.3400,1.2900,1.2200
airland11,112,111,14137.0000,14364.0000,15937.0000,14364.0000,0.0000,0.0000,0.0000,1.9100,1.5700
airland11,113,112,14232.0000,14424.0000,16032.0000,14454.0000,0.0000,30.0000,36.3000,1.3200,1.2100
airland11,114,113,14439.0000,14563.0000,16239.0000,14563.0000,0.0000,0.0000,0.0000,1.8600,1.4800
airland11,115,114,14613.0000,14682.0000,16413.0000,14682.0000,0.0000,0.0000,0.0000,1.9700,1.5600
airland11,116,115,14854.0000,14924.0000,16654.0000,14854.0000,70.0000,0.0000,73.5000,1.0500,1.7600
airland11,117,116,14922.0000,14989.0000,16722.0000,14989.0000,0.0000,0.0000,0.0000,1.8500,1.5300
airland11,118,118,15071.0000,15514.0000,16871.0000,15456.0000,58.0000,0.0000,75.4000,1.3000,1.2600
airland11,119,117,14940.0000,15524.0000,16740.0000,15524.0000,0.0000,0.0000,0.0000,1.0700,1.4500
airland11,120,119,15177.0000,15683.0000,16977.0000,15658.0000,25.0000,0.0000,29.0000,1.1600,1.7100
airland11,121,124,15579.0000,15726.0000,17379.0000,15726.0000,0.0000,0.0000,0.0000,1.6500,1.8200
airland11,122,121,15543.0000,15839.0000,17343.0000,15839.0000,0.0000,0.0000,0.0000,1.4700,1.7700
airland11,123,120,15397.0000,15959.0000,17197.0000,15929.0000,30.0000,0.0000,51.9000,1.7300,1.8200
airland11,124,123,15578.0000,16162.0000,17378.0000,16019.0000,143.0000,0.0000,261.6900,1.8300,1.2700
airland11,125,122,15560.0000,16160.0000,17360.0000,16132.0000,28.0000,0.0000,51.8000,1.8500,1.3200
airland11,126,127,16098.0000,16222.0000,17898.0000,16222.0000,0.0000,0.0000,0.0000,1.5100,1.6200
airland11,127,125,15792.0000,16329.0000,17592.0000,16290.0000,39.0000,0.0000,48.3600,1.2400,1.5900
airland11,128,126,16017.0000,16374.0000,17817.0000,16358.0000,16.0000,0.0000,28.4800,1.7800,1.0600
airland11,129,129,16285.0000,16398.0000,18085.0000,16426.0000,0.0000,28.0000,38.6400,1.6100,1.3800
airland11,130,133,16388.0000,16529.0000,18188.0000,16539.0000,0.0000,10.0000,18.0000,1.9800,1.8000
airland11,131,131,16378.0000,16520.0000,18178.0000,16607.0000,0.0000,87.0000,165.3000,1.5800,1.9000
airland11,132,130,16332.0000,16670.0000,18132.0000,16675.0000,0.0000,5.0000,5.7500,1.2800,1.1500
airland11,133,128,16264.0000,16438.0000,18064.0000,16743.0000,0.0000,305.0000,442.2500,1.5500,1.4500
airland11,134,132,16386.0000,16822.0000,18186.0000,16833.0000,0.0000,11.0000,19.9100,1.2400,1.8100
airland11,135,134,16480.0000,17018.0000,18280.0000,17018.0000,0.0000,0.0000,0.0000,1.5300,1.6100
airland11,136,135,16704.0000,17161.0000,18504.0000,17157.0000,4.0000,0.0000,4.8000,1.2000,1.8900
airland11,137,136,16834.0000,17217.0000,18634.0000,17270.0000,0.0000,53.0000,53.0000,1.0900,1.0000
airland11,138,138,16917.0000,17514.0000,18717.0000,17338.0000,176.0000,0.0000,188.3200,1.0700,1.2400
airland11,139,139,16935.0000,17427.0000,18735.0000,17406.0000,21.0000,0.0000,35.7000,1.7000,1.0700
airland11,140,137,16902.0000,17469.0000,18702.0000,17496.0000,0.0000,27.0000,36.4500,1.9400,1.3500
airland11,141,141,17185.0000,17698.0000,18985.0000,17564.0000,134.0000,0.0000,147.4000,1.1000,1.1000
airland11,142,142,17256.0000,17699.0000,19056.0000,17632.0000,67.0000,0.0000,77.0500,1.1500,1.4200
airland11,143,140,17134.0000,17700.0000,18934.0000,17700.0000,0.0000,0.0000,0.0000,1.0400,1.9900
airland11,144,144,17451.0000,17705.0000,19251.0000,17790.0000,0.0000,85.0000,138.5500,1.7200,1.6300
airland11,145,145,17455.0000,17718.0000,19255.0000,17880.0000,0.0000,162.0000,228.4200,1.6100,1.4100
airland11,146,143,17421.0000,17975.0000,19221.0000,17993.0000,0.0000,18.0000,26.2800,1.1800,1.4600
airland11,147,149,17976.0000,18470.0000,19776.0000,18149.0000,321.0000,0.0000,343.4700,1.0700,1.1900
airland11,148,150,18095.0000,18320.0000,19895.0000,18262.0000,58.0000,0.0000,76.5600,1.3200,1.9600
airland11,149,152,18268.0000,18352.0000,20068.0000,18352.0000,0.0000,0.0000,0.0000,1.5600,1.6900
airland11,150,146,17909.0000,18418.0000,19709.0000,18420.0000,0.0000,2.0000,4.0000,1.5700,2.0000
airland11,151,147,17915.0000,18498.0000,19715.0000,18488.0000,10.0000,0.0000,18.1000,1.8100,1.3800
airland11,152,148,17949.0000,18481.0000,19749.0000,18556.0000,0.0000,75.0000,129.7500,1.6800,1.7300
airland11,153,151,18186.0000,18584.0000,19986.0000,18624.0000,0.0000,40.0000,44.8000,1.3500,1.1200
airland11,154,153,18342.0000,18746.0000,20142.0000,18746.0000,0.0000,0.0000,0.0000,1.8500,1.4600
airland11,155,156,18789.0000,18912.0000,20589.0000,18849.0000,63.0000,0.0000,114.6600,1.8200,1.1500
airland11,156,154,18703.0000,18939.0000,20503.0000,18939.0000,0.0000,0.0000,0.0000,1.8400,1.8800
airland11,157,158,18999.0000,19117.0000,20799.0000,19111.0000,6.0000,0.0000,10.6200,1.7700,1.7900
airland11,158,155,18787.0000,19179.0000,20587.0000,19179.0000,0.0000,0.0000,0.0000,1.4700,1.7700
airland11,159,157,18949.0000,19197.0000,20749.0000,19269.0000,0.0000,72.0000,121.6800,1.8900,1.6900
airland11,160,159,19171.0000,19607.0000,20971.0000,19607.0000,0.0000,0.0000,0.0000,1.1600,1.1800
airland11,161,163,19692.0000,19756.0000,21492.0000,19692.0000,64.0000,0.0000,72.3200,1.1300,1.1900
airland11,162,161,19337.0000,19762.0000,21137.0000,19782.0000,0.0000,20.0000,26.4000,1.9200,1.3200
airland11,163,160,19329.0000,19905.0000,21129.0000,19905.0000,0.0000,0.0000,0.0000,1.6200,1.8800
airland11,164,162,19682.0000,20037.0000,21482.0000,20037.0000,0.0000,0.0000,0.0000,1.6400,1.6100
airland11,165,165,20133.0000,20341.0000,21933.0000,20341.0000,0.0000,0.0000,0.0000,1.1100,1.6400
airland11,166,164,20079.0000,20595.0000,21879.0000,20595.0000,0.0000,0.0000,0.0000,1.9400,1.3800
airland11,167,168,20702.0000,20955.0000,22502.0000,20891.0000,64.0000,0.0000,106.8800,1.6700,1.2800
airland11,168,169,20730.0000,21051.0000,22530.0000,21004.0000,47.0000,0.0000,61.1000,1.3000,1.9600
airland11,169,166,20599.0000,21072.0000,22399.0000,21072.0000,0.0000,0.0000,0.0000,1.8100,1.4700
airland11,170,170,20828.0000,21120.0000,22628.0000,21162.0000,0.0000,42.0000,67.2000,1.0900,1.6000
airland11,171,172,21078.0000,21246.0000,22878.0000,21230.0000,16.0000,0.0000,20.6400,1.2900,1.9600
airland11,172,167,20668.0000,21229.0000,22468.0000,21298.0000,0.0000,69.0000,123.5100,1.7000,1.7900
airland11,173,171,20849.0000,21278.0000,22649.0000,21366.0000,0.0000,88.0000,154.8800,1.7400,1.7600
airland11,174,174,21366.0000,21615.0000,23166.0000,21615.0000,0.0000,0.0000,0.0000,1.7000,1.4700
airland11,175,173,21331.0000,21823.0000,23131.0000,21823.0000,0.0000,0.0000,0.0000,1.7500,1.0000
airland11,176,175,21523.0000,21946.0000,23323.0000,21946.0000,0.0000,0.0000,0.0000,1.7100,1.1500
airland11,177,176,21627.0000,22225.0000,23427.0000,22225.0000,0.0000,0.0000,0.0000,1.9400,1.4700
airland11,178,177,21863.0000,22449.0000,23663.0000,22348.0000,101.0000,0.0000,145.4400,1.4400,1.0100
airland11,179,178,22198.0000,22572.0000,23998.0000,22461.0000,111.0000,0.0000,180.9300,1.6300,1.6600
airland11,180,181,22494.0000,22597.0000,24294.0000,22529.0000,68.0000,0.0000,111.5200,1.6400,1.2900
airland11,181,183,22514.0000,22615.0000,24314.0000,22619.0000,0.0000,4.0000,4.5600,1.6400,1.1400
airland11,182,180,22464.0000,22809.0000,24264.0000,22732.0000,77.0000,0.0000,117.0400,1.5200,1.8900
airland11,183,179,22327.0000,22800.0000,24127.0000,22800.0000,0.0000,0.0000,0.0000,1.7300,1.5500
airland11,184,184,22516.0000,22932.0000,24316.0000,22913.0000,19.0000,0.0000,28.3100,1.4900,1.2100
airland11,185,187,22794.0000,22974.0000,24594.0000,22981.0000,0.0000,7.0000,13.7900,1.7400,1.9700
airland11,186,186,22725.0000,23038.0000,24525.0000,23049.0000,0.0000,11.0000,16.7200,1.5000,1.5200
airland11,187,182,22498.0000,23046.0000,24298.0000,23162.0000,0.0000,116.0000,184.4400,1.9800,1.5900
airland11,188,185,22706.0000,23123.0000,24506.0000,23230.0000,0.0000,107.0000,121.9800,1.4800,1.1400
airland11,189,188,22830.0000,23219.0000,24630.0000,23298.0000,0.0000,79.0000,134.3000,1.8700,1.7000
airland11,190,190,23157.0000,23370.0000,24957.0000,23370.0000,0.0000,0.0000,0.0000,1.2100,1.1400
airland11,191,191,23206.0000,23483.0000,25006.0000,23483.0000,0.0000,0.0000,0.0000,1.0800,1.5100
airland11,192,192,23464.0000,23784.0000,25264.0000,23595.0000,189.0000,0.0000,202.2300,1.0700,1.7100
airland11,193,189,23072.0000,23668.0000,24872.0000,23663.0000,5.0000,0.0000,7.6000,1.5200,1.6600
airland11,194,193,23527.0000,23764.0000,25327.0000,23731.0000,33.0000,0.0000,46.5300,1.4100,1.8300
airland11,195,195,23645.0000,23836.0000,25445.0000,23844.0000,0.0000,8.0000,8.0800,1.4400,1.0100
airland11,196,197,23720.0000,23934.0000,25520.0000,23934.0000,0.0000,0.0000,0.0000,1.8500,1.9200
airland11,197,194,23615.0000,23861.0000,25415.0000,24002.0000,0.0000,141.0000,164.9700,1.4800,1.1700
airland11,198,196,23714.0000,23950.0000,25514.0000,24070.0000,0.0000,120.0000,132.0000,1.5900,1.1000
airland11,199,198,23793.0000,24167.0000,25593.0000,24167.0000,0.0000,0.0000,0.0000,1.4100,1.0800
airland11,200,199,23999.0000,24265.0000,25799.0000,24265.0000,0.0000,0.0000,0.0000,1.4900,1.7100
